,0,1
0,0.055867381393909454,"[32, 32, 16, 5, 0.5]"
1,0.05707310885190964,"[32, 32, 64, 5, 0.3]"
2,0.05822396278381348,"[32, 32, 64, 5, 0.3]"
3,0.05932212248444557,"[64, 16, 16, 5, 0.3]"
4,0.059679772704839706,"[64, 32, 32, 5, 0.3]"
5,0.059756580740213394,"[32, 16, 32, 5, 0.4]"
6,0.06045979633927345,"[32, 32, 64, 10, 0.3]"
7,0.0606236457824707,"[64, 32, 64, 5, 0.5]"
8,0.060748856514692307,"[32, 16, 32, 5, 0.5]"
9,0.0612478069961071,"[32, 32, 64, 5, 0.4]"
10,0.06231935694813728,"[32, 16, 64, 10, 0.4]"
11,0.06326641887426376,"[32, 32, 64, 10, 0.5]"
12,0.06414247304201126,"[32, 16, 64, 5, 0.3]"
13,0.06437007337808609,"[32, 32, 16, 5, 0.3]"
14,0.0647297352552414,"[32, 16, 64, 5, 0.5]"
15,0.06509669870138168,"[32, 64, 64, 5, 0.5]"
16,0.0657961294054985,"[64, 32, 16, 5, 0.5]"
17,0.06628669053316116,"[32, 32, 16, 10, 0.4]"
18,0.0665266290307045,"[32, 32, 16, 5, 0.4]"
19,0.06657716631889343,"[64, 32, 64, 5, 0.4]"
20,0.06738919019699097,"[32, 16, 64, 10, 0.3]"
21,0.06830687820911407,"[32, 16, 16, 10, 0.5]"
22,0.069028839468956,"[32, 64, 64, 5, 0.3]"
23,0.07009328156709671,"[64, 64, 32, 5, 0.3]"
24,0.07098042964935303,"[128, 16, 16, 10, 0.3]"
25,0.07296416163444519,"[32, 32, 64, 5, 0.2]"
26,0.07347406446933746,"[32, 16, 16, 5, 0.4]"
27,0.07391379773616791,"[32, 32, 32, 5, 0.5]"
28,0.07674018293619156,"[32, 64, 32, 5, 0.1]"
29,0.07800357788801193,"[128, 64, 32, 10, 0.4]"
30,0.07896749675273895,"[32, 64, 32, 10, 0.2]"
31,0.07912162691354752,"[128, 16, 64, 5, 0.3]"
32,0.08006533235311508,"[128, 32, 32, 10, 0.4]"
33,0.08081494271755219,"[64, 32, 32, 10, 0.3]"
34,0.08447878807783127,"[128, 32, 16, 5, 0.1]"
35,0.08810669928789139,"[128, 16, 32, 5, 0.2]"
36,0.0896071344614029,"[64, 16, 64, 10, 0.2]"
37,0.09748741239309311,"[128, 32, 64, 10, 0.2]"
38,0.09899310767650604,"[64, 64, 64, 10, 0.1]"
39,0.12358743697404861,"[128, 64, 16, 10, 0.1]"
