,0,1
0,0.15598183870315552,"[0.001, 3, 128, 128, 16, 0.001]"
1,0.15608133375644684,"[0.001, 3, 256, 128, 128, 0.001]"
2,0.15702232718467712,"[0.001, 2, 256, 64, 32, 0.01]"
3,0.15716738998889923,"[0.001, 2, 256, 64, 32, 0.001]"
4,0.15721002221107483,"[0.001, 2, 256, 64, 32, 0.001]"
5,0.15721440315246582,"[0.001, 2, 256, 64, 32, 0.01]"
6,0.1573525220155716,"[0.001, 2, 256, 64, 32, 0.01]"
7,0.15736182034015656,"[0.001, 2, 256, 64, 32, 0.01]"
8,0.15768270194530487,"[0.01, 2, 128, 128, 128, 0.001]"
9,0.15784190595149994,"[0.001, 2, 256, 64, 32, 0.01]"
10,0.15825793147087097,"[0.001, 2, 256, 64, 32, 0.01]"
11,0.15907341241836548,"[0.01, 2, 128, 128, 32, 0.001]"
12,0.16000287234783173,"[0.01, 2, 256, 128, 32, 0.0001]"
13,0.1601787656545639,"[0.01, 3, 128, 256, 16, 1e-06]"
14,0.1602359265089035,"[0.001, 2, 256, 64, 32, 0.01]"
15,0.16056279838085175,"[0.0001, 2, 512, 256, 16, 1e-06]"
16,0.16077235341072083,"[0.01, 2, 256, 64, 64, 0.01]"
17,0.1609005182981491,"[0.0001, 3, 128, 256, 128, 1e-06]"
18,0.16142459213733673,"[0.0001, 3, 128, 256, 128, 1e-06]"
19,0.16144897043704987,"[0.01, 2, 128, 128, 16, 0.001]"
20,0.16175909340381622,"[0.0001, 3, 512, 256, 16, 1e-06]"
21,0.1623876392841339,"[0.0001, 3, 128, 256, 128, 1e-06]"
22,0.16487132012844086,"[0.001, 2, 128, 128, 16, 0.0001]"
23,0.1652809977531433,"[0.0001, 3, 512, 256, 16, 1e-06]"
24,0.16545915603637695,"[0.01, 3, 512, 256, 16, 1e-06]"
25,0.169080451130867,"[0.01, 1, 128, 64, 16, 0.1]"
26,0.17345264554023743,"[0.001, 2, 256, 128, 128, 0.0001]"
27,0.1760622262954712,"[0.01, 1, 512, 64, 128, 0.1]"
28,0.17667889595031738,"[0.001, 3, 512, 256, 16, 1e-06]"
29,0.18121808767318726,"[0.001, 3, 128, 64, 16, 0.1]"
30,0.18237300217151642,"[0.0001, 2, 256, 256, 128, 0.0001]"
31,0.19007843732833862,"[0.1, 3, 256, 128, 128, 0.01]"
32,0.19289085268974304,"[0.1, 3, 256, 128, 64, 0.001]"
33,0.19339455664157867,"[0.1, 3, 128, 256, 128, 1e-06]"
34,0.20523899793624878,"[0.0001, 1, 256, 128, 64, 0.01]"
35,0.21612709760665894,"[0.1, 3, 256, 128, 64, 0.1]"
36,0.23224636912345886,"[1e-05, 2, 512, 128, 32, 1e-05]"
37,0.44844144582748413,"[1e-06, 3, 128, 256, 16, 1e-06]"
38,0.8246065974235535,"[1e-06, 1, 128, 64, 128, 1e-06]"
39,5.20517110824585,"[1e-05, 2, 256, 128, 32, 0.1]"
