,0,1
0,0.48640209436416626,"[32, 16, 64, 10, 0.5]"
1,0.4891737401485443,"[32, 16, 32, 5, 0.5]"
2,0.48967596888542175,"[32, 16, 64, 5, 0.5]"
3,0.4917776882648468,"[32, 32, 16, 10, 0.5]"
4,0.4928869903087616,"[32, 32, 64, 5, 0.3]"
5,0.49371904134750366,"[32, 32, 16, 10, 0.3]"
6,0.49433448910713196,"[64, 16, 64, 5, 0.5]"
7,0.49445411562919617,"[64, 32, 64, 10, 0.4]"
8,0.495049387216568,"[32, 64, 64, 5, 0.5]"
9,0.49715399742126465,"[32, 16, 32, 5, 0.5]"
10,0.49744969606399536,"[64, 16, 64, 10, 0.4]"
11,0.4979771673679352,"[32, 16, 64, 10, 0.5]"
12,0.4989193081855774,"[64, 16, 16, 5, 0.4]"
13,0.4994693100452423,"[64, 16, 16, 5, 0.5]"
14,0.5000115633010864,"[64, 32, 64, 5, 0.3]"
15,0.5003566145896912,"[32, 32, 64, 5, 0.5]"
16,0.5017919540405273,"[128, 32, 64, 5, 0.5]"
17,0.5032997131347656,"[128, 16, 32, 5, 0.4]"
18,0.5036263465881348,"[32, 32, 64, 5, 0.5]"
19,0.5036391615867615,"[128, 16, 64, 5, 0.3]"
20,0.5037398934364319,"[32, 32, 64, 10, 0.3]"
21,0.5043994784355164,"[64, 16, 32, 10, 0.4]"
22,0.5048146843910217,"[64, 32, 32, 10, 0.5]"
23,0.5053989887237549,"[64, 32, 16, 5, 0.4]"
24,0.5063828825950623,"[32, 16, 16, 5, 0.3]"
25,0.506852388381958,"[64, 32, 64, 10, 0.5]"
26,0.5080158710479736,"[128, 32, 32, 5, 0.4]"
27,0.5105531811714172,"[32, 16, 64, 10, 0.1]"
28,0.5113232731819153,"[32, 32, 32, 5, 0.4]"
29,0.5119441151618958,"[32, 64, 64, 5, 0.3]"
30,0.5128048062324524,"[64, 16, 32, 5, 0.2]"
31,0.514115035533905,"[32, 16, 64, 10, 0.4]"
32,0.5143441557884216,"[128, 16, 16, 10, 0.5]"
33,0.5162176489830017,"[64, 16, 64, 10, 0.2]"
34,0.5254361629486084,"[64, 16, 32, 10, 0.3]"
35,0.5289632678031921,"[64, 32, 16, 5, 0.1]"
36,0.5348597168922424,"[128, 16, 32, 5, 0.2]"
37,0.5415865182876587,"[32, 32, 64, 10, 0.2]"
38,0.5433292388916016,"[128, 64, 16, 5, 0.4]"
39,0.5496129393577576,"[64, 64, 64, 10, 0.1]"
