,loss,accuracy,recall,precision,AUROC,AUPRC,f1_score,balanced_accuracy,specificity,miss_rate,fall_out,mcc,tp/t,fp/t,tn/t,fn/t,negative_predictive_value,false_discovery_rate,false_omission_rate,prevalence_threshold,threat_score,fowlkes_mallows_index,informedness,markedness,LR_pos,LR_neg,DOR,run_type,model_name,holdout_number
0,0.01950947754085064,0.994825005531311,0.6555944085121155,0.8522727489471436,0.9895889759063721,0.8041974306106567,0.7411067485809326,0.8271479606628418,0.9987014532089233,0.3444055914878845,0.0012985456269234419,0.7450303435325623,0.0074069686233997345,0.0012838745024055243,0.9874180555343628,0.0038911274168640375,0.9960747361183167,0.14772726595401764,0.0039252410642802715,0.04260890930891037,0.5886970162391663,0.8271479606628418,0.7474926710128784,0.8483474850654602,504.829345703125,0.34485337138175964,4.785292625427246,train,MMNN,0
1,0.04103847220540047,0.9872007369995117,0.23076923191547394,0.38823530077934265,0.9067713022232056,0.2895437777042389,0.28947368264198303,0.6133069396018982,0.9958446621894836,0.7692307829856873,0.004155346192419529,0.29325199127197266,0.0026072529144585133,0.00410839868709445,0.9845935106277466,0.008690843358635902,0.9912503957748413,0.6117647290229797,0.008749602362513542,0.11831203103065491,0.16923077404499054,0.6133069396018982,0.2993204891681671,0.37948569655418396,55.53416442871094,0.7724404335021973,1.586030125617981,test,MMNN,0
0,0.01730804517865181,0.9945089817047119,0.5559440851211548,0.9298245906829834,0.992035984992981,0.8246562480926514,0.695842444896698,0.7777323126792908,0.9995205402374268,0.4440559446811676,0.0004794629930984229,0.7167140245437622,0.006281109061092138,0.0004740459844470024,0.9882278442382812,0.00501698674634099,0.9949488639831543,0.07017543911933899,0.005051107611507177,0.02852923795580864,0.5335570573806763,0.7777323126792908,0.718978762626648,0.9247734546661377,1159.2723388671875,0.4442689120769501,3.4990785121917725,train,MMNN,1
1,0.04836488887667656,0.9882278442382812,0.1118881106376648,0.42105263471603394,0.8332838416099548,0.22797638177871704,0.1767955869436264,0.5550650358200073,0.9982419610023499,0.8881118893623352,0.0017580309649929404,0.21274912357330322,0.0012641226639971137,0.0017381686484441161,0.9869637489318848,0.01003397349268198,0.9899358153343201,0.5789473652839661,0.010064189322292805,0.1113869771361351,0.09696969389915466,0.5550650358200073,0.2170501947402954,0.410988450050354,63.64037322998047,0.8896758556365967,1.2475193738937378,test,MMNN,1
0,0.011157428845763206,0.9975507855415344,0.8793706297874451,0.9014337062835693,0.9985257983207703,0.9468844532966614,0.8902654647827148,0.9391359090805054,0.9989012479782104,0.12062937021255493,0.001098769367672503,0.8890970349311829,0.009935213252902031,0.0010863554198294878,0.9876155257225037,0.001362882205285132,0.998621940612793,0.09856630861759186,0.0013780706794932485,0.03414110094308853,0.8022328615188599,0.9391359090805054,0.8903338313102722,0.9000556468963623,800.2503662109375,0.12076204270124435,15.430041313171387,train,MMNN,2
1,0.053642768412828445,0.9859366416931152,0.2237762212753296,0.3232323229312897,0.8198375701904297,0.1962544023990631,0.26446279883384705,0.6092110872268677,0.9946460127830505,0.7762237787246704,0.005354003515094519,0.2620505392551422,0.0025282453279942274,0.005293513648211956,0.9834083914756775,0.008769850246608257,0.9911609888076782,0.6767676472663879,0.008838986977934837,0.13395848870277405,0.15238095819950104,0.6092110872268677,0.2689455449581146,0.3143933117389679,41.79527282714844,0.7804019451141357,1.5589261054992676,test,MMNN,2
0,0.02004450373351574,0.9941929578781128,0.5419580340385437,0.9064327478408813,0.990687906742096,0.7813584208488464,0.6783369779586792,0.7706593871116638,0.9993607401847839,0.4580419659614563,0.0006392840296030045,0.698461651802063,0.006123093888163567,0.0006320613319985569,0.9880698323249817,0.005175001919269562,0.9947897791862488,0.09356725215911865,0.005210197530686855,0.03320401534438133,0.5132450461387634,0.7706593871116638,0.7008912563323975,0.9012225270271301,847.625244140625,0.45833489298820496,3.360325813293457,train,MMNN,3
1,0.04565930366516113,0.987595796585083,0.1958041936159134,0.4000000059604645,0.8549991250038147,0.25523215532302856,0.26291078329086304,0.5962240099906921,0.9966437816619873,0.8041958212852478,0.0033562409225851297,0.27426430583000183,0.0022122145164757967,0.003318321891129017,0.9853835701942444,0.009085881523787975,0.990863561630249,0.6000000238418579,0.009136410430073738,0.11576597392559052,0.15135134756565094,0.5962240099906921,0.27986010909080505,0.3908635675907135,58.338592529296875,0.8069038987159729,1.4766204357147217,test,MMNN,3
0,0.01935778744518757,0.9940744042396545,0.5681818127632141,0.8597883582115173,0.987371027469635,0.7838964462280273,0.6842105388641357,0.7835614681243896,0.99894118309021,0.4318181872367859,0.0010588141158223152,0.6962888240814209,0.006419372744858265,0.001046851510182023,0.9876550436019897,0.0048787230625748634,0.9950845837593079,0.14021164178848267,0.004915422759950161,0.0413820743560791,0.5199999809265137,0.7835614681243896,0.6989392638206482,0.8548729419708252,536.5702514648438,0.43227583169937134,3.6202492713928223,train,MMNN,4
1,0.04447943717241287,0.9887018799781799,0.2097902148962021,0.5,0.8695475459098816,0.2835208475589752,0.29556649923324585,0.6036964654922485,0.9976027011871338,0.7902097702026367,0.0023973151110112667,0.31911760568618774,0.002370229922235012,0.002370229922235012,0.9863317012786865,0.008927865885198116,0.9910296201705933,0.5,0.008970390073955059,0.09657410532236099,0.17341040074825287,0.6036964654922485,0.3238751292228699,0.49102962017059326,87.50684356689453,0.7921085953712463,1.5233181715011597,test,MMNN,4
0,0.01406667660921812,0.9949434995651245,0.5629370808601379,0.9817073345184326,0.9941902160644531,0.8938804864883423,0.7155555486679077,0.7814086079597473,0.9998801350593567,0.43706294894218445,0.00011986574827460572,0.7414340376853943,0.006360116880387068,0.0001185114961117506,0.9885833859443665,0.0049379789270460606,0.9950298070907593,0.018292682245373726,0.004970178939402103,0.014382176101207733,0.5570934414863586,0.7814086079597473,0.7433972358703613,0.9767371416091919,4692.48193359375,0.43711528182029724,3.574744701385498,train,MMNN,5
1,0.062034714967012405,0.9882278442382812,0.11888112127780914,0.42500001192092896,0.7882140278816223,0.21759964525699615,0.18579235672950745,0.558521568775177,0.998162031173706,0.881118893623352,0.001837941468693316,0.2203962355852127,0.0013431302504613996,0.001817176234908402,0.9868847131729126,0.00995496567338705,0.9900134801864624,0.574999988079071,0.00998652633279562,0.11058962345123291,0.10240963846445084,0.558521568775177,0.2247765064239502,0.41501349210739136,64.67814636230469,0.8827412128448486,1.2651162147521973,test,MMNN,5
0,0.016408445313572884,0.9941929578781128,0.49475523829460144,0.9826388955116272,0.9924629330635071,0.8657999634742737,0.6581395268440247,0.7473276853561401,0.9999001026153564,0.5052447319030762,9.988812234951183e-05,0.695145845413208,0.005589792039245367,9.87595776678063e-05,0.9886031150817871,0.005708303768187761,0.9942590594291687,0.0173611119389534,0.005740961525589228,0.01401051227003336,0.49046793580055237,0.7473276853561401,0.6972558498382568,0.9768979549407959,4948.14013671875,0.5052951574325562,2.9576945304870605,train,MMNN,6
1,0.06264769285917282,0.9883858561515808,0.0839160829782486,0.4285714328289032,0.7718686461448669,0.1566345989704132,0.14035087823867798,0.5413187742233276,0.9987214207649231,0.9160839319229126,0.001278568059206009,0.18590019643306732,0.0009480919688940048,0.0012641226639971137,0.9874377846717834,0.010350003838539124,0.9896270632743835,0.5714285969734192,0.010372950695455074,0.10987327992916107,0.07547169923782349,0.5413187742233276,0.18964186310768127,0.41819849610328674,65.62773132324219,0.9172565937042236,1.1801631450653076,test,MMNN,6
0,0.019871490076184273,0.9934818744659424,0.43706294894218445,0.9689922332763672,0.9838828444480896,0.8056231737136841,0.6024096608161926,0.7184515595436096,0.9998401999473572,0.5629370808601379,0.00015982100740075111,0.6485080718994141,0.0049379789270460606,0.0001580153329996392,0.9885438680648804,0.006360116880387068,0.9936072826385498,0.03100775182247162,0.00639269407838583,0.018762491643428802,0.43103447556495667,0.7184515595436096,0.6507769227027893,0.962599515914917,2732.99267578125,0.5630269646644592,2.551786184310913,train,MMNN,7
