,loss,accuracy,recall,precision,AUROC,AUPRC,f1_score,balanced_accuracy,specificity,miss_rate,fall_out,mcc,tp/t,fp/t,tn/t,fn/t,negative_predictive_value,false_discovery_rate,false_omission_rate,prevalence_threshold,threat_score,fowlkes_mallows_index,informedness,markedness,LR_pos,LR_neg,DOR,run_type,model_name,holdout_number
0,0.37514007091522217,0.8253403902053833,0.5888394117355347,0.6845187544822693,0.8752768635749817,0.7014884352684021,0.6330844759941101,0.747755765914917,0.9066720604896545,0.41116055846214294,0.09332795441150665,0.5218589901924133,0.150680810213089,0.06944583356380463,0.6746596097946167,0.10521375387907028,0.8650886416435242,0.3154812753200531,0.13491134345531464,0.2847506105899811,0.46314817667007446,0.747755765914917,0.6348792314529419,0.5496073961257935,6.309350967407227,0.4534831643104553,2.9644110202789307,train,MMNN,0
1,0.39330267906188965,0.8144866824150085,0.5629890561103821,0.6616091728210449,0.8612208366394043,0.659834623336792,0.6083280444145203,0.7319822311401367,0.9009754657745361,0.4370109438896179,0.09902455657720566,0.4905465543270111,0.14406567811965942,0.07368473708629608,0.6704210042953491,0.11182860285043716,0.8570423126220703,0.3383907973766327,0.14295770227909088,0.295473575592041,0.4371202886104584,0.7319822311401367,0.6103103756904602,0.5186514854431152,5.685342311859131,0.48504194617271423,2.731095552444458,test,MMNN,0
0,0.38842058181762695,0.8165423274040222,0.5967134833335876,0.6554743647575378,0.8655186891555786,0.6695702075958252,0.6247152090072632,0.7444270253181458,0.8921405673027039,0.40328654646873474,0.10785946249961853,0.5046389698982239,0.15269573032855988,0.080258809030056,0.6638466119766235,0.10319884121417999,0.8654592633247375,0.34452563524246216,0.13454070687294006,0.29832130670547485,0.4542442262172699,0.7444270253181458,0.6254041790962219,0.5209336280822754,5.532319068908691,0.45204365253448486,2.912775754928589,train,MMNN,1
1,0.3914014399051666,0.8144366145133972,0.5805946588516235,0.6550430655479431,0.8627353310585022,0.6542255282402039,0.6155760884284973,0.7377241849899292,0.8948537111282349,0.4194053113460541,0.10514631867408752,0.4954230487346649,0.14857085049152374,0.07823997735977173,0.6658657193183899,0.10732342302799225,0.861193835735321,0.3449569642543793,0.13880616426467896,0.2985210418701172,0.44464418292045593,0.7377241849899292,0.6166964173316956,0.5162369012832642,5.521773338317871,0.4686858355998993,2.812779426574707,test,MMNN,1
0,0.3510282635688782,0.84070885181427,0.6856262683868408,0.6899453997612,0.8928107619285583,0.7537313103675842,0.6877790093421936,0.789833664894104,0.8940410614013672,0.31437376141548157,0.10595893114805222,0.5808653831481934,0.17544803023338318,0.07884461432695389,0.6652607917785645,0.08044653385877609,0.8921204805374146,0.31005463004112244,0.10787949711084366,0.2821866571903229,0.524133563041687,0.789833664894104,0.6877824664115906,0.5820658802986145,6.470673561096191,0.351632297039032,3.7581348419189453,train,MMNN,2
1,0.3958628475666046,0.810732364654541,0.617175281047821,0.6336613893508911,0.862282395362854,0.6561079621315002,0.6253097057342529,0.7472354769706726,0.8772956728935242,0.38282471895217896,0.12270434200763702,0.49880513548851013,0.1579316258430481,0.09130500257015228,0.6528007388114929,0.09796265512704849,0.8695159554481506,0.3663386106491089,0.13048405945301056,0.30838337540626526,0.45487311482429504,0.7472354769706726,0.6253640055656433,0.5031773447990417,5.029771327972412,0.43636903166770935,2.9562506675720215,test,MMNN,2
0,0.37733832001686096,0.8231627941131592,0.6417567133903503,0.658503532409668,0.8750652074813843,0.6941768527030945,0.6500222682952881,0.7636520862579346,0.8855475187301636,0.35824325680732727,0.11445245891809464,0.5318195223808289,0.16422206163406372,0.08516469597816467,0.6589407324790955,0.09167250990867615,0.8778698444366455,0.34149646759033203,0.1221301481127739,0.2969164252281189,0.4815059304237366,0.7636520862579346,0.6500762104988098,0.5363733768463135,5.607185363769531,0.40454429388046265,3.231050729751587,train,MMNN,3
1,0.3956991732120514,0.8118836879730225,0.6232394576072693,0.6349142789840698,0.8606438040733337,0.6535073518753052,0.6290227174758911,0.7499984502792358,0.8767575025558472,0.3767605721950531,0.12324251234531403,0.5030702352523804,0.159483402967453,0.09170546382665634,0.6524002552032471,0.09641087055206299,0.8712480664253235,0.3650856912136078,0.12875191867351532,0.30780768394470215,0.4588133692741394,0.7499984502792358,0.6290497779846191,0.5061623454093933,5.057013034820557,0.42972034215927124,2.9999749660491943,test,MMNN,3
0,0.3477505147457123,0.8432618975639343,0.6707585453987122,0.703080952167511,0.8960559368133545,0.7494475245475769,0.6865395307540894,0.7866718173027039,0.9025850892066956,0.32924145460128784,0.09741494059562683,0.5824093818664551,0.17164346575737,0.0724869817495346,0.6716184616088867,0.08425109833478928,0.8885375261306763,0.296919047832489,0.11146248877048492,0.2759350836277008,0.5226952433586121,0.7866718173027039,0.6867296099662781,0.5916184782981873,6.885574817657471,0.36477604508399963,3.6876120567321777,train,MMNN,4
1,0.40251803398132324,0.8090304136276245,0.612089216709137,0.6307196021080017,0.8560241460800171,0.6480019092559814,0.6212647557258606,0.7444233894348145,0.8767575025558472,0.38791078329086304,0.12324251234531403,0.49372920393943787,0.15663012862205505,0.09170546382665634,0.6524002552032471,0.09926415234804153,0.8679408431053162,0.3692803978919983,0.13205914199352264,0.3097340762615204,0.4506048262119293,0.7444233894348145,0.6213345527648926,0.49866044521331787,4.966538906097412,0.44243788719177246,2.912720203399658,test,MMNN,4
