,0,1
0,0.03814384713768959,"[0.01, 2, 128, 128, 32, 1e-06]"
1,0.0382501557469368,"[0.001, 2, 512, 64, 32, 0.001]"
2,0.039047494530677795,"[0.01, 1, 128, 128, 32, 1e-06]"
3,0.03915721923112869,"[0.0001, 3, 128, 256, 16, 1e-06]"
4,0.0402148999273777,"[0.001, 2, 256, 64, 64, 0.001]"
5,0.040569085627794266,"[0.001, 3, 512, 256, 16, 0.0001]"
6,0.04173724353313446,"[0.01, 2, 256, 64, 64, 0.001]"
7,0.04374139383435249,"[0.0001, 2, 256, 128, 32, 1e-05]"
8,0.044590409845113754,"[0.001, 3, 256, 64, 16, 0.01]"
9,0.04478278383612633,"[0.0001, 3, 512, 256, 128, 1e-06]"
10,0.04885927587747574,"[0.1, 1, 128, 128, 16, 0.0001]"
11,0.049708932638168335,"[0.1, 3, 256, 128, 64, 0.001]"
12,0.05175167694687843,"[0.01, 2, 128, 64, 32, 0.1]"
13,0.05522967129945755,"[0.0001, 1, 512, 256, 128, 0.01]"
14,0.060470692813396454,"[0.1, 3, 128, 128, 16, 0.001]"
15,0.060492582619190216,"[0.0001, 1, 512, 256, 128, 0.01]"
16,0.061969876289367676,"[0.1, 3, 128, 256, 16, 1e-05]"
17,0.06221357733011246,"[0.1, 3, 512, 64, 128, 0.01]"
18,0.062392521649599075,"[0.1, 3, 128, 128, 16, 1e-06]"
19,0.0728398934006691,"[0.01, 1, 256, 64, 32, 0.1]"
20,0.0776968002319336,"[1e-05, 2, 128, 256, 32, 1e-05]"
21,0.07778821140527725,"[0.1, 3, 128, 256, 16, 1e-06]"
22,0.08990591764450073,"[0.1, 1, 512, 256, 16, 0.1]"
23,0.09389667958021164,"[1e-05, 3, 256, 64, 16, 0.0001]"
24,0.09406029433012009,"[0.1, 3, 128, 256, 128, 1e-05]"
25,0.10581547021865845,"[1e-05, 2, 128, 64, 64, 1e-05]"
26,0.14548631012439728,"[1e-06, 3, 512, 256, 128, 1e-06]"
27,0.14773112535476685,"[1e-05, 2, 256, 64, 16, 0.0001]"
28,0.1821410059928894,"[1e-06, 3, 512, 256, 16, 1e-05]"
29,0.1929934024810791,"[1e-06, 3, 512, 64, 16, 1e-06]"
30,0.2487587332725525,"[1e-06, 3, 128, 256, 16, 1e-06]"
31,0.2911476492881775,"[1e-06, 3, 256, 64, 16, 1e-06]"
32,0.38591474294662476,"[1e-05, 1, 128, 256, 32, 1e-05]"
33,0.5311067700386047,"[0.1, 1, 128, 128, 128, 1e-06]"
34,0.6509060859680176,"[1e-06, 1, 128, 128, 16, 1e-06]"
35,0.6703230142593384,"[1e-06, 1, 512, 128, 16, 0.001]"
36,0.6760016679763794,"[1e-06, 3, 512, 128, 128, 0.001]"
37,1.144416332244873,"[1e-05, 2, 128, 128, 64, 0.01]"
38,8.056501388549805,"[1e-06, 1, 256, 128, 128, 0.1]"
39,8.511083602905273,"[1e-05, 3, 256, 256, 64, 0.1]"
