,0,1
0,0.5516291856765747,"[32, 32, 16, 5, 0.4]"
1,0.5530402660369873,"[32, 32, 32, 10, 0.5]"
2,0.5533965229988098,"[32, 64, 64, 5, 0.5]"
3,0.5538779497146606,"[32, 64, 16, 5, 0.4]"
4,0.5544689893722534,"[32, 16, 64, 5, 0.4]"
5,0.5556142926216125,"[32, 64, 16, 5, 0.5]"
6,0.556108832359314,"[32, 16, 16, 5, 0.4]"
7,0.5570041537284851,"[32, 32, 16, 5, 0.5]"
8,0.557894229888916,"[32, 16, 16, 5, 0.5]"
9,0.5582854747772217,"[32, 64, 64, 5, 0.4]"
10,0.5583051443099976,"[128, 64, 16, 5, 0.4]"
11,0.5589874386787415,"[32, 64, 32, 5, 0.4]"
12,0.5595554113388062,"[32, 16, 32, 5, 0.4]"
13,0.5608049631118774,"[32, 16, 64, 5, 0.1]"
14,0.5609861612319946,"[32, 64, 16, 10, 0.3]"
15,0.5626596212387085,"[64, 64, 32, 5, 0.5]"
16,0.5637808442115784,"[32, 64, 64, 5, 0.5]"
17,0.5679855346679688,"[32, 32, 16, 5, 0.3]"
18,0.5686320662498474,"[64, 32, 32, 10, 0.2]"
19,0.5698021054267883,"[32, 16, 32, 10, 0.3]"
20,0.5699766874313354,"[32, 32, 64, 10, 0.2]"
21,0.5704332590103149,"[64, 32, 64, 10, 0.2]"
22,0.5718427300453186,"[64, 32, 64, 10, 0.3]"
23,0.5720592737197876,"[32, 64, 32, 5, 0.3]"
24,0.5721011757850647,"[64, 32, 64, 10, 0.3]"
25,0.5722686052322388,"[64, 32, 64, 5, 0.4]"
26,0.5755928158760071,"[32, 64, 16, 5, 0.1]"
27,0.5765930414199829,"[32, 32, 64, 10, 0.5]"
28,0.5774059891700745,"[64, 32, 16, 5, 0.4]"
29,0.5784388184547424,"[128, 16, 16, 5, 0.5]"
30,0.5826022028923035,"[64, 16, 32, 10, 0.5]"
31,0.5826915502548218,"[128, 32, 16, 10, 0.5]"
32,0.5884623527526855,"[64, 64, 16, 5, 0.2]"
33,0.5903840661048889,"[64, 64, 64, 10, 0.1]"
34,0.591903567314148,"[32, 32, 32, 5, 0.1]"
35,0.5919176340103149,"[128, 32, 32, 10, 0.2]"
36,0.5986143350601196,"[128, 32, 32, 5, 0.2]"
37,0.6001465320587158,"[128, 16, 64, 10, 0.2]"
38,0.6008922457695007,"[128, 16, 32, 10, 0.4]"
39,0.6194406747817993,"[32, 64, 16, 10, 0.4]"
