,0,1
0,0.18651911616325378,"[32, 32, 16, 5, 0.5]"
1,0.1885860711336136,"[32, 16, 16, 5, 0.5]"
2,0.18876180052757263,"[32, 64, 32, 5, 0.4]"
3,0.18971650302410126,"[32, 32, 64, 5, 0.4]"
4,0.1899915188550949,"[32, 32, 16, 5, 0.5]"
5,0.1903754025697708,"[32, 16, 32, 5, 0.5]"
6,0.19085748493671417,"[32, 32, 32, 5, 0.5]"
7,0.1915840208530426,"[64, 16, 64, 5, 0.4]"
8,0.1919916719198227,"[32, 16, 32, 5, 0.4]"
9,0.19210894405841827,"[32, 16, 32, 10, 0.5]"
10,0.19244442880153656,"[32, 32, 32, 10, 0.5]"
11,0.1929842233657837,"[32, 32, 16, 5, 0.4]"
12,0.19311167299747467,"[32, 16, 16, 5, 0.4]"
13,0.19417792558670044,"[32, 16, 64, 5, 0.5]"
14,0.19419099390506744,"[64, 32, 16, 5, 0.5]"
15,0.19430968165397644,"[64, 16, 64, 5, 0.5]"
16,0.1949809193611145,"[32, 32, 64, 10, 0.5]"
17,0.19601020216941833,"[32, 32, 64, 10, 0.2]"
18,0.19615328311920166,"[32, 64, 16, 5, 0.5]"
19,0.19655205309391022,"[64, 32, 32, 5, 0.4]"
20,0.196562722325325,"[64, 64, 32, 5, 0.5]"
21,0.1971752941608429,"[32, 64, 64, 5, 0.4]"
22,0.199928417801857,"[32, 32, 32, 10, 0.4]"
23,0.20031937956809998,"[64, 16, 16, 5, 0.3]"
24,0.20220094919204712,"[128, 32, 32, 10, 0.5]"
25,0.2038329690694809,"[32, 32, 64, 5, 0.3]"
26,0.20672599971294403,"[32, 32, 32, 5, 0.1]"
27,0.2071535587310791,"[32, 32, 32, 10, 0.3]"
28,0.20845194160938263,"[32, 16, 64, 10, 0.4]"
29,0.21550823748111725,"[128, 16, 16, 5, 0.4]"
30,0.21714673936367035,"[64, 32, 32, 10, 0.2]"
31,0.21815724670886993,"[64, 32, 64, 10, 0.3]"
32,0.2226952761411667,"[32, 16, 32, 10, 0.2]"
33,0.22284753620624542,"[128, 32, 64, 5, 0.4]"
34,0.2244003862142563,"[32, 32, 64, 10, 0.1]"
35,0.23573672771453857,"[128, 32, 16, 5, 0.1]"
36,0.23760037124156952,"[32, 64, 32, 10, 0.1]"
37,0.24517744779586792,"[128, 16, 32, 5, 0.2]"
38,0.27228888869285583,"[64, 64, 64, 10, 0.1]"
39,0.2799195945262909,"[128, 32, 16, 10, 0.2]"
