,AUPRC,AUROC,Accuracy,run_type,model_name,holdout_number,use_feature_selection
0,0.36534487290840273,0.8169518542937679,0.9556767006399621,train,FFNN,0,True
1,0.31669050423219675,0.7945499271614591,0.9532274630639171,test,FFNN,0,True
2,0.35358117122959093,0.8170503719482238,0.9550643912459509,train,FFNN,0,False
3,0.3160584936712132,0.7942680463764191,0.9529114324089437,test,FFNN,0,False
4,0.34966367054208375,0.8107222445068414,0.9550051354981434,train,FFNN,1,True
5,0.32704981427663066,0.8111218554935766,0.9526744094177135,test,FFNN,1,True
6,0.3575845560001052,0.81476658270232,0.9555186853124753,train,FFNN,1,False
7,0.3311867301492413,0.8065461727551096,0.9536225013826342,test,FFNN,1,False
8,0.3543084741889881,0.8164943280094439,0.9554001738168603,train,FFNN,2,True
9,0.3335558117275791,0.8118905778378638,0.9539385320376077,test,FFNN,2,True
10,0.35913973023021883,0.8183574459743135,0.9554791814806036,train,FFNN,2,False
11,0.3377511145637046,0.8102470012798615,0.9535434937188907,test,FFNN,2,False
12,0.35791525718638995,0.8198778546725211,0.9550643912459509,train,FFNN,3,True
13,0.3320572964451538,0.7922272431431305,0.9551236469937584,test,FFNN,3,True
14,0.36171610369585283,0.8199515091810068,0.955044639330015,train,FFNN,3,False
15,0.3298948650032131,0.7891023250455376,0.9553606699849886,test,FFNN,3,False
16,0.34305927406477654,0.810868592979884,0.9548076163387849,train,FFNN,4,True
17,0.34636263754163044,0.8167718930594808,0.9542545626925811,test,FFNN,4,True
18,0.35111310883010943,0.8100821892614775,0.9553606699849886,train,FFNN,4,False
19,0.35098498507320885,0.8218108704151031,0.9536225013826342,test,FFNN,4,False
20,0.3584555970767583,0.8169039295553305,0.9547681125069132,train,FFNN,5,True
21,0.35385186938150676,0.80612594515378,0.9549656316662716,test,FFNN,5,True
22,0.35301366980055965,0.8173069695189101,0.9542940665244529,train,FFNN,5,False
23,0.3498271945290455,0.806285313587937,0.9551236469937584,test,FFNN,5,False
24,0.3551245475549941,0.8167110950252021,0.9546891048431698,train,FFNN,6,True
25,0.3353477282965589,0.8071587345095247,0.9542545626925811,test,FFNN,6,True
26,0.35237778268323333,0.8143649045765777,0.9547088567591057,train,FFNN,6,False
27,0.33341339211733073,0.8096484311866896,0.9545705933475547,test,FFNN,6,False
28,0.3542277828103614,0.8188829958451566,0.9545705933475547,train,FFNN,7,True
29,0.32050804454672754,0.7982946417261098,0.9538595243738642,test,FFNN,7,True
30,0.35296613178261604,0.8150496870163662,0.9549458797503357,train,FFNN,7,False
31,0.31771505508027187,0.7952886186230785,0.9530694477364304,test,FFNN,7,False
32,0.3544805623004312,0.8168293358483361,0.9549261278343999,train,FFNN,8,True
33,0.3146217708496862,0.7954527646976599,0.9540175397013511,test,FFNN,8,True
34,0.36118216062056174,0.8186796422917331,0.954669352927234,train,FFNN,8,False
35,0.31505569622337354,0.7969029833224859,0.9522793710989966,test,FFNN,8,False
36,0.36033051269099303,0.8158831659254684,0.9544718337678755,train,FFNN,9,True
37,0.32192922805319046,0.797137428963312,0.9537805167101209,test,FFNN,9,True
38,0.36446695121523764,0.8220115173059278,0.9558544678833847,train,FFNN,9,False
39,0.32072706369712767,0.7936168539865724,0.9539385320376077,test,FFNN,9,False
